0.0000, 0.0580
0.2500, 0.0058
0.5001, 0.0118
0.7501, 0.0803
1.0002, 0.0663
1.2502, 0.0316
1.5003, 0.0510
1.7503, 0.0025
2.0003, 0.0373
2.2504, 0.0461
2.5004, 0.0034
2.7505, 0.0699
3.0005, 0.0558
3.2505, 0.1129
3.5006, 0.0027
3.7506, 0.0309
4.0007, 0.0581
4.2507, 0.0625
4.5008, 0.0279
4.7508, 0.0764
5.0008, 0.0392
5.2509, 0.0086
5.5009, 0.0490
5.7510, 0.0516
6.0010, 0.0113
6.2510, 0.0542
6.5011, 0.0224
6.7511, 0.0338
7.0012, 0.0309
7.2512, 0.0431
7.5013, 0.0215
7.7513, 0.0254
8.0013, 0.0005
8.2514, 0.0169
8.5014, 0.0361
8.7515, 0.0336
9.0015, 0.0220
9.2515, 0.0292
9.5016, 0.0675
9.7516, 0.0290
10.0017, 0.0037
10.2517, 0.0251
10.5018, 0.0022
10.7518, 0.0200
11.0018, 0.0252
11.2519, 0.0256
11.5019, 0.0056
11.7520, 0.0164
12.0020, 0.0331
12.2520, 0.0004
12.5021, 0.0080
12.7521, 0.0724
13.0022, 0.0020
13.2522, 0.0239
13.5023, 0.0391
13.7523, 0.0336
14.0023, 0.0433
14.2524, 0.0268
14.5024, 0.0037
14.7525, 0.0460
15.0025, 0.0059
15.2525, 0.0811
15.5026, 0.0237
15.7526, 0.0436
16.0027, 0.0261
16.2527, 0.0154
16.5028, 0.0234
16.7528, 0.0315
17.0028, 0.0536
17.2529, 0.0151
17.5029, 0.0077
17.7530, 0.0109
18.0030, 0.0339
18.2530, 0.0271
18.5031, 0.0796
18.7531, 0.0433
19.0032, 0.0385
19.2532, 0.0337
19.5033, 0.0392
19.7533, 0.0594
20.0033, 0.0230
20.2534, 0.0769
20.5034, 0.0215
20.7535, 0.0375
21.0035, 0.0418
21.2535, 0.0207
21.5036, 0.0774
21.7536, 0.0400
22.0037, 0.0386
22.2537, 0.0218
22.5038, 0.0158
22.7538, 0.0697
23.0038, 0.0484
23.2539, 0.0398
23.5039, 0.0312
23.7540, 0.0391
24.0040, 0.0354
24.2540, 0.0326
24.5041, 0.0448
24.7541, 0.0270
25.0042, 0.0467
25.2542, 0.0214
25.5043, 0.0760
25.7543, 0.0132
26.0043, 0.0066
26.2544, 0.0961
26.5044, 0.0389
26.7545, 0.0532
27.0045, 0.0610
27.2545, 0.0419
27.5046, 0.0419
27.7546, 0.0028
28.0047, 0.0363
28.2547, 0.0543
28.5048, 0.0175
28.7548, 0.0168
29.0048, 0.0474
29.2549, 0.0637
29.5049, 0.0003
29.7550, 0.0452
30.0050, 0.0540
30.2550, 0.0369
30.5051, 0.0725
30.7551, 0.0861
31.0052, 0.0800
31.2552, 0.0198
31.5053, 0.0518
31.7553, 0.0165
32.0053, 0.0596
32.2554, 0.0430
32.5054, 0.0793
32.7555, 0.0518
33.0055, 0.0454
33.2555, 0.0366
33.5056, 0.0743
33.7556, 0.0629
34.0057, 0.0150
34.2557, 0.0129
34.5058, 0.0376
34.7558, 0.0831
35.0058, 0.0066
35.2559, 0.0085
35.5059, 0.0417
35.7560, 0.0334
36.0060, 0.0192
36.2560, 0.0176
36.5061, 0.0514
36.7561, 0.0760
37.0062, 0.0204
37.2562, 0.0331
37.5063, 0.0149
37.7563, 0.0357
38.0063, 0.0531
38.2564, 0.0716
38.5064, 0.0555
38.7565, 0.0681
39.0065, 0.0134
39.2565, 0.0203
39.5066, 0.0571
39.7566, 0.0568
40.0067, 0.0571
40.2567, 0.0441
40.5068, 0.0196
40.7568, 0.0059
41.0068, 0.0654
41.2569, 0.0177
41.5069, 0.0570
41.7570, 0.0281
42.0070, 0.0329
42.2570, 0.0232
42.5071, 0.0476
42.7571, 0.0284
43.0072, 0.0534
43.2572, 0.0545
43.5073, 0.0613
43.7573, 0.0293
44.0073, 0.0373
44.2574, 0.0202
44.5074, 0.0194
44.7575, 0.0129
45.0075, 0.0622
45.2575, 0.0615
45.5076, 0.0362
45.7576, 0.0277
46.0077, 0.0341
46.2577, 0.0778
46.5078, 0.0082
46.7578, 0.0485
47.0078, 0.0338
47.2579, 0.0263
47.5079, 0.0759
47.7580, 0.0405
48.0080, 0.0209
48.2580, 0.0684
48.5081, 0.0242
48.7581, 0.0071
49.0082, 0.0647
49.2582, 0.0434
49.5083, 0.0205
49.7583, 0.0266
50.0083, 0.0489
50.2584, 0.0029
50.5084, 0.0570
50.7585, 0.0191
51.0085, 0.0159
51.2585, 0.0094
51.5086, 0.0394
51.7586, 0.0086
52.0087, 0.0554
52.2587, 0.0568
52.5088, 0.0087
52.7588, 0.0284
53.0088, 0.0338
53.2589, 0.0276
53.5089, 0.0823
53.7590, 0.0016
54.0090, 0.0312
54.2590, 0.0670
54.5091, 0.0170
54.7591, 0.0080
55.0092, 0.0269
55.2592, 0.0417
55.5093, 0.0771
55.7593, 0.0311
56.0093, 0.0207
56.2594, 0.0153
56.5094, 0.0484
56.7595, 0.0005
57.0095, 0.0212
57.2595, 0.0557
57.5096, 0.0331
57.7596, 0.0351
58.0097, 0.0099
58.2597, 0.0294
58.5098, 0.0047
58.7598, 0.0077
59.0098, 0.0663
59.2599, 0.0102
59.5099, 0.0385
59.7600, 0.0279
60.0100, 0.0040
60.2600, 0.0243
60.5101, 0.0727
60.7601, 0.0241
61.0102, 0.0419
61.2602, 0.0536
61.5103, 0.0442
61.7603, 0.0451
62.0103, 0.0406
62.2604, 0.0718
62.5104, 0.0510
62.7605, 0.0052
63.0105, 0.0356
63.2605, 0.0814
63.5106, 0.0592
63.7606, 0.0338
64.0107, 0.0774
64.2607, 0.0617
64.5108, 0.1064
64.7608, 0.0012
65.0108, 0.0216
65.2609, 0.0565
65.5109, 0.0570
65.7610, 0.0534
66.0110, 0.0691
66.2610, 0.0344
66.5111, 0.0331
66.7611, 0.0062
67.0112, 0.0462
67.2612, 0.0620
67.5113, 0.0048
67.7613, 0.0415
68.0113, 0.0306
68.2614, 0.0984
68.5114, 0.0120
68.7615, 0.0734
69.0115, 0.0108
69.2615, 0.0601
69.5116, 0.0159
69.7616, 0.0122
70.0117, 0.0548
70.2617, 0.0584
70.5118, 0.0321
70.7618, 0.0267
71.0118, 0.0025
71.2619, 0.0618
71.5119, 0.0200
71.7620, 0.0309
72.0120, 0.0858
72.2620, 0.0094
72.5121, 0.0598
72.7621, 0.0271
73.0122, 0.0597
73.2622, 0.0628
73.5123, 0.1050
73.7623, 0.0187
74.0123, 0.0385
74.2624, 0.0255
74.5124, 0.0520
74.7625, 0.0277
75.0125, 0.0379
75.2625, 0.0063
75.5126, 0.0089
75.7626, 0.0004
76.0127, 0.0311
76.2627, 0.0673
76.5128, 0.0266
76.7628, 0.0060
77.0128, 0.0328
77.2629, 0.0108
77.5129, 0.0510
77.7630, 0.0161
78.0130, 0.0051
78.2630, 0.0004
78.5131, 0.0741
78.7631, 0.0512
79.0132, 0.0060
79.2632, 0.0467
79.5133, 0.0620
79.7633, 0.0092
80.0133, 0.0197
80.2634, 0.0315
80.5134, 0.0244
80.7635, 0.0655
81.0135, 0.0289
81.2635, 0.0036
81.5136, 0.0604
81.7636, 0.0343
82.0137, 0.0237
82.2637, 0.0051
82.5138, 0.0013
82.7638, 0.0208
83.0138, 0.0163
83.2639, 0.0935
83.5139, 0.0529
83.7640, 0.0593
84.0140, 0.0132
84.2640, 0.0213
84.5141, 0.0130
84.7641, 0.0342
85.0142, 0.0058
85.2642, 0.0297
85.5143, 0.0029
85.7643, 0.0719
86.0143, 0.0778
86.2644, 0.0048
86.5144, 0.0431
86.7645, 0.0533
87.0145, 0.0450
87.2645, 0.0256
87.5146, 0.0270
87.7646, 0.0305
88.0147, 0.0283
88.2647, 0.0116
88.5148, 0.0336
88.7648, 0.0253
89.0148, 0.0287
89.2649, 0.0818
89.5149, 0.0657
89.7650, 0.0218
90.0150, 0.0426
90.2650, 0.0062
90.5151, 0.0186
90.7651, 0.0353
91.0152, 0.0154
91.2652, 0.0315
91.5153, 0.0440
91.7653, 0.0458
92.0153, 0.0335
92.2654, 0.0409
92.5154, 0.0297
92.7655, 0.0095
93.0155, 0.0238
93.2655, 0.0547
93.5156, 0.0328
93.7656, 0.0518
94.0157, 0.0368
94.2657, 0.0569
94.5158, 0.0357
94.7658, 0.0475
95.0158, 0.0215
95.2659, 0.1053
95.5159, 0.0546
95.7660, 0.0464
96.0160, 0.0110
96.2660, 0.0021
96.5161, 0.0412
96.7661, 0.0084
97.0162, 0.0591
97.2662, 0.0595
97.5163, 0.0142
97.7663, 0.0499
98.0163, 0.0375
98.2664, 0.0366
98.5164, 0.0040
98.7665, 0.0464
99.0165, 0.0142
99.2665, 0.0292
99.5166, 0.0613
99.7666, 0.0288
100.0167, 0.0133
100.2667, 0.0056
100.5168, 0.0422
100.7668, 0.0792
101.0168, 0.0386
101.2669, 0.0035
101.5169, 0.0251
101.7670, 0.0649
102.0170, 0.0522
102.2670, 0.0458
102.5171, 0.0171
102.7671, 0.0206
103.0172, 0.0412
103.2672, 0.0463
103.5173, 0.0139
103.7673, 0.0151
104.0173, 0.0318
104.2674, 0.0523
104.5174, 0.0049
104.7675, 0.0755
105.0175, 0.0032
105.2675, 0.0330
105.5176, 0.0559
105.7676, 0.0292
106.0177, 0.0904
106.2677, 0.0201
106.5178, 0.0442
106.7678, 0.0366
107.0178, 0.0260
107.2679, 0.0335
107.5179, 0.0092
107.7680, 0.0303
108.0180, 0.0257
108.2680, 0.0476
108.5181, 0.0015
108.7681, 0.0067
109.0182, 0.0379
109.2682, 0.0228
109.5183, 0.0195
109.7683, 0.0401
110.0183, 0.0281
110.2684, 0.0879
110.5184, 0.0014
110.7685, 0.0248
111.0185, 0.0182
111.2685, 0.0339
111.5186, 0.0114
111.7686, 0.0354
112.0187, 0.0169
112.2687, 0.0300
112.5188, 0.0474
112.7688, 0.0478
113.0188, 0.0638
113.2689, 0.0408
113.5189, 0.0145
113.7690, 0.0082
114.0190, 0.0482
114.2690, 0.0170
114.5191, 0.0611
114.7691, 0.0134
115.0192, 0.0465
115.2692, 0.0399
115.5193, 0.0725
115.7693, 0.0337
116.0193, 0.0051
116.2694, 0.0496
116.5194, 0.0394
116.7695, 0.0157
117.0195, 0.0295
117.2695, 0.0591
117.5196, 0.0048
117.7696, 0.0631
118.0197, 0.0375
118.2697, 0.0549
118.5198, 0.0157
118.7698, 0.0159
119.0198, 0.0803
119.2699, 0.0176
119.5199, 0.0447
119.7700, 0.0442
120.0200, 0.0507
120.2700, 0.0072
120.5201, 0.0076
120.7701, 0.0008
121.0202, 0.0103
121.2702, 0.0197
121.5203, 0.0098
121.7703, 0.0857
122.0203, 0.0547
122.2704, 0.0048
122.5204, 0.0061
122.7705, 0.0555
123.0205, 0.0287
123.2705, 0.0008
123.5206, 0.0780
123.7706, 0.0173
124.0207, 0.0152
124.2707, 0.0116
124.5208, 0.0381
124.7708, 0.0757
125.0208, 0.0344
125.2709, 0.0017
125.5209, 0.0405
125.7710, 0.0497
126.0210, 0.0978
126.2710, 0.0689
126.5211, 0.0326
126.7711, 0.0869
127.0212, 0.0457
127.2712, 0.0254
127.5213, 0.0640
127.7713, 0.0036
128.0213, 0.0502
128.2714, 0.0434
128.5214, 0.0153
128.7715, 0.0729
129.0215, 0.0211
129.2715, 0.0136
129.5216, 0.0148
129.7716, 0.0255
130.0217, 0.0558
130.2717, 0.0314
130.5218, 0.0342
130.7718, 0.0083
131.0218, 0.0123
131.2719, 0.0279
131.5219, 0.0461
131.7720, 0.0168
132.0220, 0.0141
132.2720, 0.0443
132.5221, 0.0601
132.7721, 0.0086
133.0222, 0.0035
133.2722, 0.0156
133.5223, 0.0839
133.7723, 0.0464
134.0223, 0.0259
134.2724, 0.0045
134.5224, 0.0576
134.7725, 0.0049
135.0225, 0.0874
135.2725, 0.0133
135.5226, 0.0396
135.7726, 0.0488
136.0227, 0.0420
136.2727, 0.0399
136.5228, 0.0427
136.7728, 0.0100
137.0228, 0.0248
137.2729, 0.0001
137.5229, 0.0274
137.7730, 0.0202
138.0230, 0.0681
138.2730, 0.0747
138.5231, 0.0444
138.7731, 0.0327
139.0232, 0.0442
139.2732, 0.0664
139.5233, 0.0862
139.7733, 0.0016
140.0233, 0.0271
140.2734, 0.0086
140.5234, 0.0294
140.7735, 0.0290
141.0235, 0.0267
141.2735, 0.0598
141.5236, 0.0525
141.7736, 0.0350
142.0237, 0.0022
142.2737, 0.0246
142.5238, 0.0199
142.7738, 0.0335
143.0238, 0.0333
143.2739, 0.0544
143.5239, 0.0231
143.7740, 0.0304
144.0240, 0.0224
144.2740, 0.0515
144.5241, 0.0156
144.7741, 0.0240
145.0242, 0.0592
145.2742, 0.0025
145.5243, 0.0130
145.7743, 0.0072
146.0243, 0.0211
146.2744, 0.0447
146.5244, 0.0190
146.7745, 0.0097
147.0245, 0.0599
147.2745, 0.0383
147.5246, 0.0297
147.7746, 0.0111
148.0247, 0.1194
148.2747, 0.0433
148.5248, 0.0660
148.7748, 0.0244
149.0248, 0.0448
149.2749, 0.0322
149.5249, 0.0046
149.7750, 0.0034
150.0250, 0.0366
150.2750, 0.0519
150.5251, 0.0215
150.7751, 0.0135
151.0252, 0.0141
151.2752, 0.0438
151.5253, 0.0370
151.7753, 0.0019
152.0253, 0.0323
152.2754, 0.0093
152.5254, 0.0567
152.7755, 0.0755
153.0255, 0.0163
153.2755, 0.0178
153.5256, 0.0681
153.7756, 0.0021
154.0257, 0.0199
154.2757, 0.0273
154.5258, 0.0809
154.7758, 0.0497
155.0258, 0.0159
155.2759, 0.0480
155.5259, 0.0735
155.7760, 0.0185
156.0260, 0.0084
156.2760, 0.0463
156.5261, 0.0420
156.7761, 0.0227
157.0262, 0.0340
157.2762, 0.0200
157.5263, 0.0026
157.7763, 0.0409
158.0263, 0.0194
158.2764, 0.0509
158.5264, 0.0154
158.7765, 0.0703
159.0265, 0.0683
159.2765, 0.0336
159.5266, 0.0220
159.7766, 0.0288
160.0267, 0.0245
160.2767, 0.0135
160.5268, 0.0091
160.7768, 0.0274
161.0268, 0.0414
161.2769, 0.0357
161.5269, 0.0250
161.7770, 0.0028
162.0270, 0.0741
162.2770, 0.0345
162.5271, 0.0086
162.7771, 0.0177
163.0272, 0.0215
163.2772, 0.0454
163.5273, 0.0161
163.7773, 0.0729
164.0273, 0.0051
164.2774, 0.0217
164.5274, 0.0770
164.7775, 0.0197
165.0275, 0.0050
165.2775, 0.0070
165.5276, 0.0096
165.7776, 0.0447
166.0277, 0.0580
166.2777, 0.0494
166.5278, 0.0421
166.7778, 0.0251
167.0278, 0.0183
167.2779, 0.0153
167.5279, 0.0712
167.7780, 0.0601
168.0280, 0.0627
168.2780, 0.0219
168.5281, 0.0133
168.7781, 0.0377
169.0282, 0.0418
169.2782, 0.0433
169.5283, 0.0142
169.7783, 0.0010
170.0283, 0.0901
170.2784, 0.0224
170.5284, 0.0774
170.7785, 0.0545
171.0285, 0.0402
171.2785, 0.0154
171.5286, 0.0209
171.7786, 0.0286
172.0287, 0.0250
172.2787, 0.0048
172.5288, 0.0455
172.7788, 0.0242
173.0288, 0.0732
173.2789, 0.0151
173.5289, 0.0281
173.7790, 0.0251
174.0290, 0.0128
174.2790, 0.0645
174.5291, 0.0300
174.7791, 0.0186
175.0292, 0.0546
175.2792, 0.0470
175.5293, 0.0311
175.7793, 0.0222
176.0293, 0.0543
176.2794, 0.0742
176.5294, 0.0238
176.7795, 0.0522
177.0295, 0.0700
177.2795, 0.0324
177.5296, 0.0184
177.7796, 0.0425
178.0297, 0.0160
178.2797, 0.0211
178.5298, 0.0082
178.7798, 0.0142
179.0298, 0.0499
179.2799, 0.0023
179.5299, 0.0353
179.7800, 0.0465
180.0300, 0.0175
180.2800, 0.0110
180.5301, 0.0381
180.7801, 0.0104
181.0302, 0.0290
181.2802, 0.0364
181.5303, 0.0057
181.7803, 0.0032
182.0303, 0.0248
182.2804, 0.0174
182.5304, 0.0302
182.7805, 0.0451
183.0305, 0.0100
183.2805, 0.0291
183.5306, 0.0334
183.7806, 0.0399
184.0307, 0.0128
184.2807, 0.0659
184.5308, 0.0128
184.7808, 0.0736
185.0308, 0.0000
185.2809, 0.0629
185.5309, 0.0557
185.7810, 0.0542
186.0310, 0.0458
186.2810, 0.0228
186.5311, 0.0475
186.7811, 0.0161
187.0312, 0.0274
187.2812, 0.0389
187.5313, 0.0596
187.7813, 0.0900
188.0313, 0.1034
188.2814, 0.0174
188.5314, 0.0013
188.7815, 0.0187
189.0315, 0.0417
189.2815, 0.0357
189.5316, 0.0475
189.7816, 0.0698
190.0317, 0.0036
190.2817, 0.0816
190.5318, 0.0586
190.7818, 0.0416
191.0318, 0.0252
191.2819, 0.0130
191.5319, 0.0483
191.7820, 0.0901
192.0320, 0.0125
192.2820, 0.0443
192.5321, 0.0177
192.7821, 0.0606
193.0322, 0.0323
193.2822, 0.0206
193.5323, 0.0222
193.7823, 0.0298
194.0323, 0.0128
194.2824, 0.0168
194.5324, 0.0438
194.7825, 0.0562
195.0325, 0.0241
195.2825, 0.0852
195.5326, 0.0140
195.7826, 0.0016
196.0327, 0.0725
196.2827, 0.0050
196.5328, 0.0778
196.7828, 0.0281
197.0328, 0.0721
197.2829, 0.0327
197.5329, 0.0615
197.7830, 0.0161
198.0330, 0.0471
198.2830, 0.0675
198.5331, 0.0173
198.7831, 0.0017
199.0332, 0.0174
199.2832, 0.0028
199.5333, 0.0031
199.7833, 0.0118
200.0333, 0.0062
200.2834, 0.0101
200.5334, 0.0162
200.7835, 0.0140
201.0335, 0.0779
201.2835, 0.0153
201.5336, 0.0675
201.7836, 0.0372
202.0337, 0.0123
202.2837, 0.0013
202.5338, 0.0399
202.7838, 0.0188
203.0338, 0.0491
203.2839, 0.0420
203.5339, 0.0276
203.7840, 0.0843
204.0340, 0.0358
204.2840, 0.0361
204.5341, 0.0290
204.7841, 0.0188
205.0342, 0.1182
205.2842, 0.0625
205.5343, 0.0059
205.7843, 0.0143
206.0343, 0.0203
206.2844, 0.0275
206.5344, 0.0101
206.7845, 0.0408
207.0345, 0.0009
207.2845, 0.0203
207.5346, 0.0140
207.7846, 0.0446
208.0347, 0.0049
208.2847, 0.0220
208.5348, 0.0754
208.7848, 0.0390
209.0348, 0.0333
209.2849, 0.0339
209.5349, 0.0147
209.7850, 0.0397
210.0350, 0.0810
210.2850, 0.0344
210.5351, 0.0245
210.7851, 0.0142
211.0352, 0.0091
211.2852, 0.0341
211.5353, 0.0392
211.7853, 0.0191
212.0353, 0.0344
212.2854, 0.0497
212.5354, 0.0733
212.7855, 0.0012
213.0355, 0.0605
213.2855, 0.0787
213.5356, 0.0495
213.7856, 0.0304
214.0357, 0.0270
214.2857, 0.0417
214.5358, 0.0449
214.7858, 0.0343
215.0358, 0.0268
215.2859, 0.0413
215.5359, 0.0554
